Module	Section	Sample Name	Source
Picard	DuplicationMetrics	Medip_PP_output_r2_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_PP_output_r2_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_PP_input_r2_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_PP_input_r2_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_PP_output_r1_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_PP_output_r1_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_DP_input_r3_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_DP_input_r3_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_DP_output_r1_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_DP_output_r1_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_PP_input_r1_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_PP_input_r1_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_PP_input_r3_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_PP_input_r3_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_N_input_r2_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_N_input_r2_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_N_input_r1_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_N_input_r1_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_N_output_r2_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_N_output_r2_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_N_output_r3_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_N_output_r3_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_DP_output_r3_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_DP_output_r3_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_DP_output_r2_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_DP_output_r2_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_N_output_r1_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_N_output_r1_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_N_input_r3_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_N_input_r3_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_PP_output_r3_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_PP_output_r3_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_DP_input_r1_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_DP_input_r1_markdup_metrics.txt
Picard	DuplicationMetrics	Medip_DP_input_r2_sorted	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_MeDIP/output/dedup/Medip_DP_input_r2_markdup_metrics.txt
